combinations,score
"['ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train', 'train']",34.7544674181
"['book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.754488499000004
"['doll', 'doll', 'doll', 'doll', 'horse', 'horse', 'horse']",34.7549590944
"['ball', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'train']",34.7559919693
"['book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",34.756629384899995
"['ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.757252889200004
"['book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.7578904787
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse']",34.7586941236
"['ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.758780397399995
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'doll']",34.7592703833
"['ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.7592792495
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'gloves', 'horse']",34.7598393849
"['ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.7603127912
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.7603656957
"['ball', 'book', 'book', 'doll', 'doll', 'train', 'train']",34.760650298200005
"['block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.760698253899996
"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",34.761556878200004
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",34.7620113279
"['book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",34.7627408412
"['ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.7629324901
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'horse', 'horse', 'train']",34.763112574699996
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves']",34.7636720498
"['block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.7637495959
"['ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.763977742899996
"['ball', 'block', 'doll', 'doll', 'doll', 'gloves', 'horse']",34.764083072199995
"['ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",34.7653030906
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",34.765343851
"['ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train', 'train']",34.7653978967
"['book', 'book', 'doll', 'doll', 'doll', 'train', 'train']",34.7655740114
"['ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",34.7656279336
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.765774765500005
"['ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",34.76617171
"['ball', 'doll', 'horse', 'horse', 'train', 'train']",34.7662336191
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'horse']",34.7667492775
"['ball', 'ball', 'ball', 'ball', 'block', 'horse', 'horse', 'horse']",34.7670654472
"['ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",34.7677372172
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'train']",34.7680061369
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.768863229699996
"['ball', 'ball', 'book', 'doll', 'horse', 'train', 'train']",34.7689019739
"['ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",34.771073774099996
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'train', 'train']",34.7721412769
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'horse', 'horse', 'horse']",34.7722687233
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves']",34.7728709911
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.772912972
"['ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'train', 'train']",34.7730756294
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.7735982882
"['book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.7750070208
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'horse']",34.7752086594
"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",34.7753340864
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll']",34.775810004
"['block', 'book', 'doll', 'train', 'train']",34.7765668195
"['block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.7767624789
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",34.7768948857
"['ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",34.7770351555
"['ball', 'doll', 'gloves', 'horse', 'horse', 'train', 'train']",34.7770367662
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book']",34.778196683400004
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves']",34.7782641244
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'horse', 'horse']",34.779427427899996
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.7794812384
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'horse']",34.780923632800004
"['book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",34.781372635
"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'train']",34.7821701554
"['block', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",34.782300519
"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",34.7826198881
"['ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'horse', 'horse', 'horse', 'horse']",34.7828032098
"['ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.783047245
"['ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",34.783341342199996
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.7835669472
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.785131829099996
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'horse']",34.7860524499
"['ball', 'ball', 'ball', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.7861326073
"['ball', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.786172915
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'horse', 'train']",34.786861427800005
"['ball', 'ball', 'gloves', 'gloves', 'horse', 'horse', 'train', 'train']",34.7873030429
"['ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'train']",34.788034603
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse']",34.7885506215
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse']",34.7886822527
"['ball', 'ball', 'ball', 'block', 'book', 'doll', 'doll', 'doll']",34.7887213456
"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.7891138985
"['ball', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",34.7892858967
"['ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'train', 'train']",34.7899571847
"['book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.790135631
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.7905541594
"['book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",34.7909012333
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'horse', 'horse']",34.7911464412
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",34.7920337165
"['ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'train']",34.7920695938
"['ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.7927625435
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.7933388962
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.7933867144
"['ball', 'ball', 'doll', 'doll', 'horse', 'train', 'train']",34.7940037273
"['ball', 'ball', 'ball', 'horse', 'horse', 'train', 'train']",34.7941402243
"['block', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.7951261714
"['ball', 'ball', 'ball', 'block', 'book', 'horse', 'train']",34.795874739
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",34.796120235
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'horse', 'horse']",34.796441279899994
"['ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",34.7967520354
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.7968419159
"['block', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'horse']",34.7970857378
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'horse', 'train']",34.797692543800004
"['block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.7988242491
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'train']",34.7988414223
"['book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",34.7998641477
"['horse', 'horse', 'horse', 'horse', 'horse', 'train']",34.8000485388
"['ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",34.8002868482
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.8003617477
"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",34.8005420951
"['book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",34.800890281
"['book', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.8010699539
"['block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'train']",34.8017709459
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.8019271079
"['ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",34.802333235700004
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves']",34.8035241559
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.8035616808
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'train']",34.8039322419
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'horse']",34.804128753600004
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.804327003400005
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves']",34.804748295100005
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse']",34.8049986989
"['book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",34.8051556418
"['ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",34.805421452
"['ball', 'ball', 'block', 'gloves', 'train', 'train']",34.8054704107
"['ball', 'block', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.8056414742
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'train']",34.8056818107
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'train']",34.805765401900004
"['ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train', 'train']",34.8058558388
"['book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'train']",34.8073461763
"['ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.8082014931
"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",34.8083166607
"['ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",34.8085756662
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves']",34.8097874333
"['book', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",34.8101435042
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",34.8104613593
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll']",34.8104740287
"['ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.8128446094
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'train']",34.813319843
"['ball', 'block', 'block', 'book', 'book', 'doll']",34.813700823000005
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'horse']",34.8138385612
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves']",34.8143841473
"['ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",34.814983848699995
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'train']",34.8152339913
"['book', 'book', 'horse', 'horse', 'horse', 'horse', 'horse', 'horse']",34.8164675576
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.8166072319
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.817085059499995
"['ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",34.817104873000005
"['ball', 'block', 'block', 'train']",34.8171649739
"['ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'train']",34.8171835356
"['ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'train']",34.8183120138
"['ball', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'train']",34.8185203807
"['ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.819290628000005
"['block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.8196379002
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse']",34.820100003200004
"['ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",34.8204078964
"['ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",34.8205274748
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'horse', 'train']",34.8205796513
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.820748657399996
"['ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.821169282
"['ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'train', 'train']",34.8216753929
"['block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.822435279400004
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.8237478427
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",34.824023576900004
"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",34.8244821814
"['ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse', 'horse']",34.824596154
"['ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",34.8247653271
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.8256531603
"['block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.8259134669
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'train', 'train']",34.8261586289
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.8261840906
"['ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'train', 'train']",34.8264716694
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.8268082377
"['ball', 'ball', 'block', 'gloves', 'gloves', 'train', 'train']",34.8275188115
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'block', 'doll', 'gloves']",34.8277256018
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",34.8278031488
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",34.8278353041
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'horse', 'horse', 'horse']",34.8279437978
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.8286254729
"['book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse']",34.828682475
"['ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.8292796271
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'horse', 'horse']",34.829598383000004
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'horse', 'train']",34.8300851198
"['book', 'doll', 'gloves', 'horse', 'horse', 'train', 'train']",34.8300913262
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book']",34.8306650715
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.831040414899995
"['ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",34.8314341481
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",34.8325240346
"['block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.832887497600005
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'horse', 'horse']",34.832927691100004
"['ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.8330785518
"['block', 'block', 'block']",34.8331788795
"['ball', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'train']",34.834010614600004
"['ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.8340484438
"['ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'doll', 'doll']",34.8344504402
