,score
"['block', 'book', 'book', 'book', 'doll', 'doll', 'horse']",33.5983892629
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.6002377567
"['block', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves']",33.6029031637
"['block', 'book', 'book', 'book', 'horse', 'train']",33.6032023951
"['ball', 'book', 'gloves', 'train', 'train', 'train']",33.6043986711
"['ball', 'ball', 'horse', 'train', 'train', 'train']",33.6057773737
"['ball', 'ball', 'book', 'gloves', 'gloves', 'horse', 'train', 'train']",33.6083166623
"['book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",33.6114875623
"['ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.6133306395
"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'horse']",33.6160749343
"['ball', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",33.6162344355
"['ball', 'doll', 'train', 'train', 'train']",33.6204688437
"['ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'train', 'train']",33.6214481415
"['book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.6242540766
"['block', 'block', 'doll', 'horse', 'train']",33.6285633382
"['ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse']",33.6295257554
"['block', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'train']",33.6324923234
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'doll', 'doll']",33.6336095349
"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'horse', 'train']",33.6342516288
"['ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'train']",33.6359580785
"['ball', 'book', 'gloves', 'gloves', 'gloves', 'train', 'train', 'train']",33.6381045844
"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",33.6387338816
"['ball', 'ball', 'block', 'block', 'doll', 'gloves']",33.6407774448
"['book', 'doll', 'gloves', 'horse', 'horse', 'horse', 'train']",33.6412610042
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'doll', 'doll', 'gloves']",33.6415031774
"['ball', 'book', 'book', 'book', 'horse', 'train', 'train']",33.6431663641
"['ball', 'block', 'book', 'gloves', 'gloves', 'horse', 'train']",33.644572756
"['ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.6466801912
"['ball', 'block', 'doll', 'doll', 'horse', 'horse']",33.6487022116
"['ball', 'ball', 'horse', 'horse', 'train', 'train']",33.6529448677
"['ball', 'block', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",33.6546595948
"['ball', 'block', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse']",33.654736448
"['book', 'book', 'book', 'book', 'book', 'book', 'train', 'train']",33.6551181931
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'horse', 'horse']",33.6555912251
"['book', 'book', 'doll', 'train', 'train', 'train']",33.6557442772
"['block', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",33.6575773564
"['doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'train']",33.6621931266
"['book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.6626866582
"['book', 'doll', 'doll', 'doll', 'gloves', 'horse', 'horse', 'horse']",33.6629438479
"['ball', 'block', 'block', 'book', 'book', 'book', 'gloves']",33.6632490872
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'train']",33.6681845334
"['ball', 'doll', 'doll', 'gloves', 'gloves', 'train', 'train']",33.6720874933
"['ball', 'ball', 'gloves', 'gloves', 'train', 'train', 'train']",33.6723818924
"['ball', 'ball', 'ball', 'ball', 'block', 'block', 'book']",33.6724253527
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'train']",33.672450566
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'horse', 'train']",33.6732809054
"['block', 'block', 'block', 'doll', 'doll']",33.6734290482
"['ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves']",33.675574576
"['block', 'book', 'book', 'book', 'doll', 'horse', 'horse']",33.6768318682
"['ball', 'book', 'horse', 'train', 'train', 'train']",33.6777414259
"['ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'train', 'train']",33.6780086008
"['ball', 'block', 'horse', 'horse', 'train']",33.6821939381
"['ball', 'ball', 'ball', 'ball', 'book', 'train', 'train', 'train']",33.6825826051
"['ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'train']",33.6830677078
"['block', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse']",33.683272606
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'gloves', 'train']",33.6850840862
"['ball', 'ball', 'book', 'book', 'doll', 'horse', 'horse', 'train']",33.6868416641
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'doll']",33.6905440194
"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'horse', 'horse']",33.6924885737
"['block', 'book', 'doll', 'doll', 'train']",33.6934404419
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'doll', 'horse']",33.6936033671
"['ball', 'ball', 'ball', 'ball', 'block', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",33.6987417834
"['doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",33.7059661828
"['ball', 'ball', 'book', 'gloves', 'gloves', 'train', 'train', 'train']",33.7069092843
"['block', 'gloves', 'gloves', 'gloves', 'horse', 'train', 'train']",33.7070650736
"['ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse']",33.7084863691
"['ball', 'book', 'doll', 'horse', 'train', 'train']",33.709564184
"['book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'train']",33.7110781918
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'doll', 'gloves', 'horse']",33.7159284426
"['ball', 'ball', 'block', 'block', 'gloves', 'horse']",33.7180939759
"['ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train', 'train']",33.7184372924
"['book', 'doll', 'train', 'train', 'train']",33.7211932123
"['ball', 'book', 'book', 'book', 'book', 'book', 'horse', 'horse', 'train']",33.7223982049
"['ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.7256270797
"['ball', 'block', 'doll', 'horse', 'horse', 'horse']",33.7259121337
"['ball', 'ball', 'block', 'block', 'book', 'gloves', 'gloves', 'gloves']",33.7278259826
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'horse', 'horse', 'horse']",33.7310470307
"['book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",33.7313517997
"['block', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.7320915419
"['doll', 'doll', 'doll', 'train', 'train']",33.7332301934
"['ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse']",33.7361819308
"['book', 'book', 'gloves', 'train', 'train', 'train']",33.7371930053
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'train']",33.7373073259
"['ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'train']",33.7382146573
"['ball', 'block', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.7385384603
"['ball', 'horse', 'train', 'train', 'train']",33.7392746709
"['ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll']",33.7397232038
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'train', 'train']",33.7422838996
"['book', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",33.7427957359
"['ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'train']",33.7430700305
"['book', 'book', 'book', 'book', 'doll', 'train', 'train']",33.7432064809
"['block', 'block', 'horse', 'horse', 'train']",33.7436293717
"['book', 'doll', 'doll', 'gloves', 'horse', 'horse', 'horse', 'horse']",33.7449632964
"['book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.7470204766
"['ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'train']",33.7475884523
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'horse', 'horse']",33.7482349508
"['block', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.748385244
"['ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse']",33.7504138175
"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'train']",33.753350493
"['block', 'book', 'book', 'book', 'horse', 'horse', 'horse']",33.7540411358
"['ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.7557222106
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'horse']",33.7579934176
"['book', 'book', 'horse', 'train', 'train', 'train']",33.761522098
"['ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'train']",33.7616279974
"['ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.7621872207
"['block', 'book', 'doll', 'doll', 'doll', 'doll']",33.7622915399
"['block', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse']",33.7628433196
"['block', 'book', 'book', 'doll', 'gloves', 'gloves', 'train']",33.7643988793
"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.7648123351
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'horse', 'train']",33.7661044934
"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'horse', 'horse', 'horse']",33.7680519277
"['book', 'book', 'doll', 'doll', 'train', 'train']",33.7714977766
"['doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",33.7727447603
"['ball', 'ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",33.7745017725
"['block', 'doll', 'doll', 'gloves', 'horse', 'horse', 'train']",33.7745268843
"['ball', 'book', 'gloves', 'gloves', 'train', 'train', 'train']",33.7750415441
"['ball', 'ball', 'book', 'book', 'horse', 'horse', 'horse', 'train']",33.7808988983
"['ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.7829692075
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'doll']",33.7832666054
"['ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.7851848914
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'train']",33.7859691303
"['ball', 'book', 'book', 'gloves', 'gloves', 'horse', 'train', 'train']",33.7877672198
"['ball', 'ball', 'doll', 'doll', 'doll', 'horse', 'train']",33.7882119721
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'gloves', 'horse', 'horse']",33.788360916
"['ball', 'doll', 'gloves', 'gloves', 'horse', 'train', 'train']",33.7914725234
"['block', 'block', 'block', 'doll', 'horse']",33.7928645051
"['block', 'book', 'doll', 'horse', 'train']",33.797564738
"['ball', 'block', 'horse', 'horse', 'horse', 'horse']",33.8004127262
"['doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.8006620629
"['doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",33.8009539939
"['book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'train']",33.8011421052
"['ball', 'ball', 'ball', 'train', 'train', 'train']",33.8034133898
"['ball', 'ball', 'book', 'book', 'doll', 'horse', 'horse', 'horse', 'horse']",33.8047122802
"['ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'train']",33.815664449
"['ball', 'block', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.8159760041
"['ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.8214069221
"['book', 'doll', 'doll', 'gloves', 'gloves', 'train', 'train']",33.8216501387
"['ball', 'book', 'horse', 'horse', 'train', 'train']",33.8234753261
"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves']",33.8239520328
"['ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'doll', 'horse']",33.8251032543
"['book', 'doll', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",33.8253692076
"['ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'train', 'train']",33.8270046185
"['book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll']",33.8275114002
"['book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'train', 'train']",33.830013145
"['book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",33.8303730721
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'horse', 'train']",33.8333097376
"['book', 'horse', 'train', 'train', 'train']",33.8362434997
"['block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.8379411809
"['book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",33.8395472135
"['block', 'block', 'book', 'doll', 'gloves', 'gloves', 'train']",33.8409001724
"['ball', 'ball', 'ball', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'train']",33.8409308287
"['ball', 'book', 'book', 'book', 'book', 'book', 'horse', 'horse', 'horse', 'horse']",33.8426338728
"['block', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves']",33.8439208213
"['book', 'book', 'book', 'book', 'horse', 'train', 'train']",33.8461274505
"['ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.8473833579
"['ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.8480962038
"['block', 'book', 'doll', 'doll', 'doll', 'horse']",33.8492789746
"['doll', 'doll', 'horse', 'train', 'train']",33.8536073761
"['ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'train']",33.8568649731
"['ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",33.8590982366
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'horse', 'horse', 'train']",33.8594548893
"['book', 'book', 'book', 'doll', 'gloves', 'gloves', 'train', 'train']",33.8596089667
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'horse']",33.866012822
"['block', 'book', 'book', 'gloves', 'gloves', 'horse', 'train']",33.8668280162
"['ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train', 'train']",33.871909157
"['ball', 'ball', 'book', 'book', 'horse', 'horse', 'horse', 'horse', 'horse']",33.8762434429
"['book', 'book', 'doll', 'horse', 'train', 'train']",33.8826168389
"['ball', 'ball', 'ball', 'gloves', 'train', 'train', 'train']",33.8843656155
"['doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'train']",33.8845604373
"['book', 'book', 'gloves', 'gloves', 'train', 'train', 'train']",33.8864760223
"['ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train', 'train']",33.8867849293
"['book', 'book', 'book', 'book', 'book', 'book', 'doll', 'horse', 'train']",33.8911863518
"['book', 'book', 'book', 'gloves', 'gloves', 'train', 'train', 'train']",33.8918098341
"['ball', 'book', 'doll', 'doll', 'doll', 'doll', 'train']",33.8931619697
"['ball', 'ball', 'doll', 'doll', 'horse', 'horse', 'train']",33.8940508966
"['ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",33.8951265593
"['doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.8955080505
"['ball', 'block', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",33.8960646975
"['ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.8975310078
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'train', 'train']",33.8976981253
"['book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.8996904695
"['ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'train']",33.9013346041
"['ball', 'ball', 'ball', 'block', 'doll', 'doll', 'doll', 'gloves']",33.902452845
"['block', 'book', 'horse', 'horse', 'train']",33.9024989716
"['book', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse', 'horse']",33.9037836015
"['book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'horse']",33.9079887171
"['block', 'doll', 'doll', 'gloves', 'gloves', 'train']",33.9087656301
"['ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'horse', 'horse']",33.9089555729
"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse']",33.9104706059
"['ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'train']",33.9107951286
"['book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",33.9125129031
"['ball', 'gloves', 'gloves', 'horse', 'horse', 'train', 'train']",33.9128661844
"['block', 'block', 'block', 'horse', 'horse']",33.9129948309
"['book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.9143226465
"['ball', 'ball', 'book', 'train', 'train', 'train']",33.9153597356
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll', 'gloves', 'train']",33.9166622712
"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train', 'train']",33.923087442
"['block', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",33.9252715834
"['ball', 'book', 'book', 'book', 'book', 'train', 'train', 'train']",33.9261209789
"['ball', 'ball', 'block', 'book', 'book', 'book', 'gloves', 'train']",33.9290341481
"['ball', 'ball', 'ball', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",33.9295589657
"['ball', 'block', 'block', 'book', 'doll', 'gloves']",33.9295991444
"['ball', 'book', 'book', 'book', 'doll', 'horse', 'horse', 'train']",33.9296147969
"['block', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse']",33.9315904572
"['block', 'book', 'doll', 'doll', 'horse', 'horse']",33.9351900142
"['ball', 'ball', 'block', 'book', 'book', 'book', 'doll', 'doll', 'gloves']",33.9366182268
"['book', 'doll', 'gloves', 'gloves', 'horse', 'train', 'train']",33.9387983209
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'train', 'train']",33.9405845566
"['ball', 'ball', 'ball', 'ball', 'gloves', 'horse', 'train', 'train']",33.9460741423
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'horse', 'horse']",33.9479164058
"['book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'train']",33.948884722
"['book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.9506576686
"['block', 'block', 'book', 'book', 'book', 'book', 'gloves']",33.9549364632
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'doll', 'doll']",33.9583951216
"['ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'train']",33.9610523178
"['ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.965762703
"['ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'train']",33.9666017341
"['block', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'train']",33.9668914325
"['ball', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'train']",33.9675117528
"['book', 'book', 'book', 'gloves', 'gloves', 'horse', 'train', 'train']",33.9683557089
"['book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'train']",33.9710840172
"['ball', 'block', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves']",33.9731248395
"['ball', 'ball', 'book', 'gloves', 'train', 'train', 'train']",33.9736245682
"['block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.9756051924
"['doll', 'horse', 'horse', 'train', 'train']",33.9760451724
"['doll', 'doll', 'doll', 'doll', 'train', 'train']",33.977962552
"['book', 'book', 'book', 'book', 'book', 'book', 'horse', 'horse', 'train']",33.9813912348
"['ball', 'ball', 'ball', 'block', 'doll', 'doll', 'gloves', 'horse']",33.9836367627
"['book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'horse', 'horse']",33.9879670105
"['ball', 'ball', 'ball', 'block', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",33.9892344359
"['doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.9894450152
"['ball', 'block', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.9900320305
"['ball', 'ball', 'ball', 'block', 'block', 'book', 'book']",33.9901291448
"['book', 'book', 'book', 'book', 'gloves', 'train', 'train', 'train']",33.990198277
"['ball', 'ball', 'doll', 'doll', 'doll', 'horse', 'horse', 'horse']",33.9909096967
"['ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'train', 'train']",33.9915453513
"['book', 'book', 'horse', 'horse', 'train', 'train']",33.995223289
"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse']",33.9958505976
"['gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",33.9977090765
"['ball', 'block', 'gloves', 'train', 'train']",33.9984825447
"['ball', 'book', 'doll', 'doll', 'doll', 'horse', 'train']",33.9995842587
"['ball', 'ball', 'doll', 'horse', 'horse', 'horse', 'train']",34.0005838124
"['ball', 'book', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll']",34.0047273537
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'doll']",34.0056268288
"['ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'train']",34.0062530168
"['ball', 'ball', 'ball', 'block', 'gloves', 'horse', 'train']",34.0083384274
"['ball', 'block', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves']",34.0122580868
"['block', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",34.0133411083
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'horse', 'train']",34.0134324236
"['ball', 'block', 'block', 'book', 'gloves', 'horse']",34.0140917405
"['block', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",34.0154125365
"['ball', 'ball', 'block', 'book', 'book', 'book', 'doll', 'gloves', 'horse']",34.0167763886
"['block', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse']",34.0184817603
"['book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train', 'train']",34.0188251545
"['block', 'book', 'doll', 'horse', 'horse', 'horse']",34.0197553506
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'train']",34.0213673602
"['block', 'doll', 'gloves', 'gloves', 'horse', 'train']",34.0237142456
"['doll', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",34.0252226419
"['ball', 'book', 'book', 'book', 'horse', 'horse', 'horse', 'train']",34.0261816809
"['book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train', 'train']",34.0285958472
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'doll', 'horse']",34.0287034352
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'horse', 'horse', 'horse']",34.0288030131
"['ball', 'book', 'book', 'train', 'train', 'train']",34.0350806733
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'train']",34.0382509736
"['block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",34.0466828319
"['gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train', 'train']",34.0476911709
"['block', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.0483834153
"['ball', 'block', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse']",34.0519357948
"['book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'train']",34.0524600653
"['ball', 'ball', 'ball', 'ball', 'train', 'train', 'train']",34.0532088683
"['ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'train', 'train']",34.0562163192
"['ball', 'ball', 'ball', 'ball', 'block', 'block', 'gloves', 'gloves']",34.0565366423
"['book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'doll']",34.0573465184
"['book', 'gloves', 'gloves', 'horse', 'horse', 'train', 'train']",34.0578001781
"['ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'horse', 'horse']",34.0623546587
"['ball', 'ball', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'train']",34.0659103818
"['book', 'book', 'book', 'book', 'book', 'book', 'doll', 'horse', 'horse', 'horse']",34.0673542742
"['block', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves']",34.0684613823
"['book', 'book', 'book', 'book', 'doll', 'doll', 'horse', 'train']",34.0686223289
"['ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'train', 'train']",34.0703394751
"['ball', 'ball', 'doll', 'doll', 'horse', 'horse', 'horse', 'horse']",34.0705018675
"['ball', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'train']",34.0721635748
"['ball', 'ball', 'ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",34.072602162
"['ball', 'book', 'book', 'gloves', 'train', 'train', 'train']",34.0728811038
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'horse']",34.0790680817
"['ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse']",34.0798118743
"['ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",34.0801016335
"['ball', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'train']",34.0804251264
"['doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",34.0825449491
"['ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",34.0832753784
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'train', 'train']",34.0845396279
"['ball', 'ball', 'block', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",34.0845775651
"['ball', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves']",34.0875244969
