horse,ball,bike,train,coal,book,doll,blocks,gloves,score,n_items,max_packs
0,3,0,2,0,1,1,0,3,34.75851040250699,10,66
1,2,0,1,0,3,0,0,8,34.75840682096321,15,25
0,3,0,2,0,0,1,0,4,34.75763481163852,10,50
0,5,0,2,0,4,0,0,0,34.75747991157766,11,220
1,0,0,1,0,0,3,0,4,34.75735726897056,9,50
3,3,0,1,0,2,0,0,0,34.75717841933748,9,333
2,7,0,0,0,4,0,0,2,34.75711119895297,15,100
0,2,0,1,0,4,1,0,7,34.75707647891901,15,28
0,0,0,0,0,0,0,1,17,34.756727040174226,18,11
0,1,0,1,0,7,0,1,0,34.75650077310307,10,171
1,0,0,1,0,1,0,1,5,34.756420950838084,9,40
0,0,0,1,0,6,1,1,0,34.755813346601236,9,200
0,3,0,1,0,4,0,0,9,34.75549280744095,17,22
0,1,0,0,0,8,1,0,10,34.755046639906276,20,20
0,3,0,1,0,6,0,0,7,34.75480610560783,17,28
0,9,0,0,0,1,1,0,7,34.754722590199876,18,28
1,0,0,0,0,7,1,1,0,34.75471612123807,10,171
1,8,0,0,0,2,0,0,7,34.75452497116126,18,28
0,1,0,0,0,5,2,0,10,34.754297930070415,18,20
0,0,0,0,0,4,2,0,13,34.753564581712354,19,15
4,1,0,0,0,3,0,0,5,34.753553985294246,13,40
2,0,0,0,0,7,1,0,5,34.75329215827454,15,40
1,4,0,0,0,10,0,0,2,34.753258781234145,17,100
4,3,0,0,0,3,0,0,2,34.752311677288546,12,100
2,0,0,0,0,4,0,1,4,34.7512881406202,11,50
1,2,0,0,0,12,0,0,3,34.7506559174319,18,66
0,1,0,0,0,10,0,1,2,34.75035886521954,14,100
0,0,0,0,0,8,2,0,8,34.75000308642035,18,25
0,2,0,0,0,8,0,0,12,34.74952752807815,22,16
0,1,0,1,0,4,2,0,5,34.74808567162717,13,40
1,3,0,1,0,8,0,0,0,34.748071205330845,13,150
1,2,0,2,0,0,0,0,6,34.74781430626547,11,33
5,0,0,0,0,0,0,0,7,34.74749539974017,12,28
2,2,0,0,0,2,2,0,5,34.747156971514585,13,40
0,0,0,0,0,1,0,2,7,34.74674220622241,10,28
1,3,0,0,0,6,0,0,9,34.74672640925585,19,22
0,1,0,1,0,3,1,0,11,34.746292394044204,17,18
0,8,0,0,0,7,1,0,0,34.74626566035957,16,137
3,4,0,0,0,0,0,1,0,34.74593147824712,8,275
0,6,0,0,0,0,4,0,2,34.74532443688414,12,100
0,9,0,0,0,0,0,0,12,34.745285961125425,21,16
0,2,0,0,0,1,0,2,4,34.74504456977986,9,50
1,1,0,0,0,7,0,0,11,34.74482147556266,20,18
0,2,0,2,0,0,2,0,2,34.74469300184624,8,100
0,3,0,1,0,5,2,0,0,34.74389403380961,11,240
0,0,0,0,0,1,4,1,1,34.74373430030976,7,200
2,1,0,0,0,8,1,0,2,34.74371347220574,14,100
3,1,0,0,0,0,3,0,2,34.74365000714427,9,100
0,3,0,0,0,1,0,1,11,34.743626982163896,16,18
0,1,0,1,0,4,3,0,1,34.74359577368251,10,200
0,0,0,0,0,9,2,0,7,34.74328809314273,18,28
1,1,0,0,0,0,2,0,13,34.742471997263074,17,15
0,0,0,1,0,1,0,2,0,34.742054445466096,4,500
2,0,0,0,0,4,1,0,9,34.74142432754498,16,22
1,5,0,0,0,1,3,0,2,34.74119404966786,12,100
0,4,0,1,0,3,2,0,1,34.740442291834015,11,200
0,0,0,1,0,4,3,0,4,34.74034782979829,12,50
1,2,0,0,0,4,1,1,1,34.74014363912066,10,200
0,11,0,0,0,5,0,0,2,34.73997557658106,18,100
1,4,0,0,0,8,1,0,1,34.73927345384506,15,150
1,1,0,1,0,2,0,1,2,34.738958081284515,8,100
1,2,0,0,0,13,0,0,2,34.73887423875174,18,92
0,7,0,0,0,10,0,0,1,34.738838089053374,18,120
0,2,0,0,0,6,2,0,7,34.738814422864145,17,28
2,1,0,0,0,6,2,0,1,34.73876626324331,12,200
2,0,0,0,0,11,0,0,4,34.73861891638218,17,50
0,0,0,2,0,0,1,1,1,34.738557018782316,5,200
0,5,0,0,0,2,1,1,3,34.737133716443296,12,66
0,4,0,2,0,2,0,0,4,34.73684132713509,12,50
1,5,0,1,0,3,0,0,3,34.7368016305348,13,66
0,1,0,0,0,2,5,0,3,34.736193530228185,11,66
0,4,0,0,0,2,1,0,13,34.73606521224769,20,15
2,0,0,2,0,0,1,0,2,34.735758772845664,7,100
0,2,0,0,0,5,0,1,7,34.735628257844354,15,28
0,0,0,1,0,1,1,0,15,34.73546951278998,18,13
1,1,0,1,0,6,1,0,3,34.734983485747925,13,66
1,5,0,0,0,4,1,0,5,34.7346011518156,16,40
0,3,0,0,0,1,4,0,5,34.73429666632648,13,40
2,2,0,1,0,1,1,0,3,34.73427674287095,10,66
0,6,0,0,0,1,0,0,15,34.73419981471826,22,13
1,1,0,1,0,1,3,0,1,34.734097154687156,8,200
1,4,0,1,0,0,1,0,5,34.73387570602723,12,40
0,0,0,0,0,8,3,0,4,34.73371347103649,15,50
3,0,0,0,0,1,0,0,13,34.73336326878828,17,15
0,3,0,2,0,0,2,0,0,34.73328772873115,7,366
1,1,0,0,0,12,1,0,1,34.73325099139679,16,100
0,4,0,0,0,15,0,0,0,34.733186538630505,19,80
0,2,0,0,0,12,1,0,4,34.73265963189441,19,50
0,1,0,1,0,5,2,0,4,34.73017431016756,13,50
0,7,0,1,0,2,0,0,5,34.730080390555585,15,40
0,1,0,0,0,2,2,0,14,34.72988673802489,19,14
0,0,0,1,0,5,1,1,0,34.72983766899847,8,240
2,0,0,0,0,3,3,0,3,34.72954950924115,11,66
0,5,0,0,0,6,0,1,1,34.72909579280289,13,200
2,1,0,1,0,6,0,0,2,34.72859013986818,12,100
0,0,0,0,0,11,3,0,1,34.72857577270939,15,109
0,0,0,1,0,4,3,0,3,34.728519762034644,11,66
1,0,0,1,0,2,1,0,9,34.728493508594504,14,22
2,0,0,0,0,10,0,0,5,34.72826346339991,17,40
2,1,0,1,0,7,0,0,1,34.727809349104966,12,171
0,3,0,0,0,10,2,0,0,34.72766232204764,15,120
2,1,0,0,0,1,1,1,3,34.72715533495223,9,66
1,5,0,0,0,0,2,0,7,34.72658527063339,15,28
0,1,0,0,0,2,1,1,9,34.72623492011804,14,22
1,0,0,1,0,3,3,0,0,34.7260559373051,8,333
0,2,0,1,0,0,1,0,12,34.72537912525085,16,16
0,2,0,0,0,9,2,0,3,34.72534283798874,16,66
1,3,0,0,0,5,2,0,3,34.72462785335413,14,66
2,5,0,1,0,1,0,0,2,34.72372233776349,11,100
2,4,0,0,0,2,2,0,2,34.723329759913625,12,100
0,1,0,1,0,5,0,1,2,34.72215429942672,10,100
0,3,0,0,0,13,1,0,0,34.721806043195926,17,92
2,1,0,1,0,2,0,0,7,34.72151099031151,13,28
0,1,0,2,0,0,3,0,0,34.721177373175685,6,333
0,8,0,0,0,6,0,0,5,34.721065038374235,19,40
0,2,0,1,0,4,2,0,3,34.72096188486874,12,66
0,6,0,1,0,0,2,0,2,34.720397122327356,11,100
2,2,0,1,0,3,0,0,4,34.719915686797805,12,50
0,2,0,0,0,4,3,0,6,34.719817871578755,15,33
1,2,0,0,0,2,0,0,16,34.71965864809734,21,12
0,5,0,0,0,1,0,1,8,34.71960968554124,15,25
1,1,0,1,0,2,0,0,11,34.71919207418727,16,18
0,6,0,0,0,7,1,0,3,34.718736840233234,17,66
2,2,0,0,0,1,1,0,10,34.71866309968457,16,20
0,3,0,1,0,1,1,0,9,34.717960712265096,15,22
0,4,0,0,0,13,0,0,2,34.717395331835775,19,92
0,0,0,1,0,2,2,1,0,34.71739288533507,6,500
0,1,0,0,0,10,1,0,8,34.71667978569392,20,25
0,8,0,0,0,3,2,0,2,34.71645424928196,15,100
0,2,0,2,0,1,2,0,1,34.71557653978061,8,200
0,0,0,0,0,0,1,0,22,34.715375111322366,23,9
3,0,0,2,0,1,0,0,0,34.715299857615534,6,333
0,0,0,0,0,0,3,1,6,34.71527376398458,10,33
1,1,0,1,0,0,1,1,1,34.715233938486186,6,200
2,0,0,1,0,6,1,0,0,34.71508178706704,10,200
1,3,0,0,0,12,0,0,1,34.71492290313444,17,100
1,0,0,0,0,8,3,0,0,34.71452963720541,12,150
3,2,0,0,0,6,0,0,3,34.71426127041689,14,66
0,0,0,0,0,9,0,1,5,34.71394282431809,15,40
0,4,0,1,0,2,0,1,1,34.713807330163306,9,200
3,1,0,0,0,4,2,0,0,34.71352011073845,10,300
5,0,0,0,0,5,0,0,0,34.713414248781454,10,200
1,0,0,1,0,4,0,1,1,34.713320245489044,8,200
4,0,0,0,0,7,0,0,1,34.712558905975015,12,171
1,0,0,1,0,4,1,0,7,34.71224026213727,14,28
1,0,0,0,0,6,0,0,14,34.71038098393012,21,14
1,2,0,0,0,3,0,1,6,34.710060036806865,13,33
1,4,0,0,0,3,0,1,3,34.709398653191165,12,66
1,2,0,2,0,2,1,0,0,34.709215139130094,8,500
1,0,0,0,0,9,0,1,1,34.7090357511839,12,133
0,0,0,0,0,0,7,0,0,34.70863567467436,7,142
0,3,0,0,0,0,3,0,10,34.708534373165875,16,20
1,0,0,0,0,6,0,1,5,34.70828579146271,13,40
4,0,0,0,0,1,2,0,2,34.708004023281205,9,100
0,1,0,0,0,8,0,0,14,34.707942272608314,23,14
1,2,0,0,0,3,4,0,0,34.707279204753476,10,250
2,0,0,1,0,1,0,0,10,34.70722603254684,14,20
0,1,0,0,0,8,2,0,6,34.707197808393616,17,33
1,5,0,0,0,3,0,0,10,34.70717154880476,19,20
3,3,0,0,0,1,0,1,0,34.70705093425341,8,333
0,3,0,0,0,7,2,0,4,34.70694494192832,16,50
0,3,0,1,0,8,1,0,1,34.70533354359112,14,150
0,5,0,0,0,0,0,2,1,34.705257115976664,8,200
3,0,0,2,0,0,0,0,1,34.70516976027104,6,200
2,4,0,0,0,1,1,0,7,34.70454615473797,15,28
2,1,0,0,0,0,0,1,8,34.70437852072931,12,25
0,4,0,2,0,0,1,0,2,34.70409998826475,9,100
2,4,0,0,0,6,1,0,0,34.70354675614845,13,200
0,8,0,0,0,2,1,0,7,34.702869784948106,18,28
0,1,0,0,0,4,1,0,15,34.70250504707782,21,13
0,1,0,0,0,1,4,0,8,34.70233593335539,14,25
0,4,0,0,0,1,0,0,18,34.70220381785447,23,11
2,3,0,1,0,4,0,0,1,34.70218812350436,11,200
2,4,0,0,0,0,1,1,0,34.702169636747605,8,275
1,7,0,0,0,4,1,0,2,34.702093055075636,15,100
1,0,0,0,0,5,3,0,4,34.701728563037236,13,50
0,2,0,0,0,0,3,1,3,34.70092164409862,9,66
1,9,0,0,0,0,0,1,0,34.70057034655258,11,122
2,0,0,0,0,6,0,0,10,34.700374287949465,18,20
0,0,0,0,0,3,1,0,18,34.69871792888969,22,11
1,4,0,0,0,7,0,0,6,34.6985920885004,18,33
0,2,0,1,0,4,0,0,11,34.698130448530215,18,18
0,4,0,1,0,5,1,0,2,34.69799880209993,13,100
2,1,0,0,0,5,1,0,6,34.69719593958515,15,33
0,2,0,1,0,6,1,0,5,34.69623681392011,15,40
2,0,0,0,0,3,0,0,14,34.69544418236206,19,14
0,5,0,0,0,5,3,0,0,34.69480718483563,13,220
0,0,0,0,0,6,0,0,19,34.69447855641664,25,10
0,4,0,1,0,2,1,0,6,34.69433302546278,14,33
2,0,0,0,0,10,1,0,1,34.69420832181811,14,120
2,1,0,0,0,7,0,0,7,34.693993864906716,17,28
0,4,0,1,0,1,3,0,0,34.693743523955185,9,275
3,0,0,1,0,2,1,0,1,34.69368439213604,8,200
1,1,0,2,0,0,1,0,4,34.693320516360934,9,50
2,0,0,0,0,2,2,0,8,34.69323032468564,14,25
1,8,0,0,0,1,0,1,0,34.693156814933836,11,137
1,0,0,1,0,2,0,0,13,34.69304699028318,17,15
1,0,0,0,0,11,2,0,0,34.69286036375692,14,109
1,7,0,0,0,8,0,0,0,34.69259710611956,16,150
0,0,0,1,0,3,3,0,4,34.692537950658384,11,50
0,2,0,1,0,3,0,0,12,34.691783493095244,18,16
1,1,0,0,0,13,1,0,0,34.69149766710267,16,92
3,3,0,0,0,3,1,0,2,34.69134990020261,12,100
1,1,0,0,0,11,1,0,2,34.69122726397138,16,100
2,2,0,1,0,0,0,0,8,34.69083704077262,13,25
0,1,0,0,0,7,0,0,15,34.690536548682125,23,13
0,2,0,0,0,5,1,0,12,34.690303059706785,20,16
0,1,0,0,0,1,0,1,14,34.68994940561428,17,14
3,7,0,0,0,0,0,0,4,34.68985426980361,14,50
0,0,0,1,0,5,0,1,4,34.689514442966484,11,50
1,3,0,0,0,4,1,0,8,34.68927952090525,17,25
2,2,0,0,0,0,0,0,15,34.68907085637588,19,13
0,5,0,0,0,1,4,0,2,34.68812522593261,12,100
0,8,0,0,0,1,0,0,12,34.688065944006304,21,16
0,3,0,1,0,4,1,0,5,34.68791613551173,14,40
1,3,0,1,0,7,0,0,1,34.68753682308419,13,171
1,1,0,1,0,0,2,0,6,34.687201094300434,11,33
0,3,0,2,0,0,0,0,8,34.68684624479531,13,25
5,2,0,0,0,0,0,0,4,34.68617360783809,11,50
0,1,0,0,0,1,1,0,19,34.68520881146055,22,10
2,0,0,1,0,5,0,0,6,34.68471948656993,14,33
2,1,0,0,0,0,4,0,2,34.6846130870072,9,100
2,4,0,0,0,0,0,0,12,34.684533780389756,18,16
1,7,0,0,0,3,0,0,7,34.68437835151451,18,28
0,6,0,0,0,6,0,0,8,34.68437159591498,20,25
4,0,0,0,0,0,1,0,7,34.684010562661236,12,28
0,0,0,0,0,7,1,0,13,34.68347190376947,21,15
1,1,0,1,0,3,2,0,2,34.6831087761057,10,100
0,1,0,1,0,3,2,0,6,34.68260258059818,13,33
3,1,0,0,0,3,1,0,5,34.682344552280895,13,40
1,0,0,0,0,9,0,0,11,34.68179401049697,21,18
3,0,0,0,0,2,0,1,3,34.68168868266136,9,66
0,1,0,1,0,3,1,0,10,34.68081387338188,16,20
0,0,0,1,0,5,3,0,2,34.68064339787176,11,100
0,1,0,2,0,1,0,1,1,34.68056754308096,6,200
0,10,0,0,0,6,0,0,2,34.67995824095312,18,100
0,2,0,0,0,3,2,0,11,34.679648016382394,18,18
2,0,0,0,0,0,0,2,1,34.67952834874255,5,200
1,2,0,0,0,11,0,0,4,34.679163076747706,18,50
1,2,0,0,0,2,3,0,5,34.67873831427228,13,40
3,0,0,1,0,0,2,0,0,34.67870242848917,6,333
2,3,0,1,0,2,1,0,0,34.678221275463684,9,366
1,1,0,0,0,11,0,0,7,34.67787595924811,20,28
2,2,0,1,0,6,0,0,0,34.677825330014244,11,200
1,6,0,1,0,4,0,0,0,34.6768049992423,12,183
0,3,0,0,0,9,1,0,5,34.67563577040126,18,40
0,3,0,2,0,2,1,0,2,34.67431166961787,10,100
2,6,0,0,0,5,0,0,2,34.673744632464604,15,100
0,0,0,0,0,7,2,0,9,34.673580084515145,18,22
1,0,0,0,0,4,1,1,4,34.673438162260055,11,50
2,4,0,0,0,5,0,0,5,34.67340164660603,16,40
2,2,0,0,0,11,0,0,0,34.672939306086946,15,109
1,7,0,0,0,2,0,1,0,34.67223056269527,11,157
0,5,0,0,0,0,3,0,7,34.67210173447937,15,28
0,3,0,0,0,13,0,0,4,34.671740902633786,20,50
2,2,0,0,0,8,0,0,4,34.671501216706204,16,50
0,0,0,0,0,12,0,1,2,34.671459361759794,15,100
0,0,0,0,0,8,1,0,12,34.67124384991692,21,16
0,3,0,0,0,6,0,1,4,34.67089418089693,14,50
0,2,0,0,0,8,1,0,8,34.670312825995644,19,25
0,2,0,0,0,4,2,1,1,34.670063845291565,10,200
2,1,0,0,0,5,0,1,1,34.6699431770274,10,200
1,1,0,0,0,7,0,1,2,34.669668267916904,12,100
1,0,0,1,0,2,2,0,5,34.669501859310806,11,40
0,0,0,0,0,7,2,1,0,34.66877215525972,10,171
3,3,0,0,0,2,0,0,7,34.668432271685276,15,28
0,0,0,1,0,0,4,0,4,34.66806996481445,9,50
0,1,0,2,0,0,0,1,2,34.667958125153405,6,100
0,3,0,1,0,0,0,0,14,34.66787637888636,18,14
0,1,0,0,0,0,3,0,13,34.66750965856908,17,15
0,5,0,0,0,4,2,0,5,34.6673188946128,16,40
0,1,0,1,0,2,0,0,16,34.66691716026546,20,12
0,6,0,2,0,1,0,0,1,34.66660111882274,10,183
0,0,0,1,0,1,1,1,5,34.66619237751172,9,40
0,0,0,1,0,4,0,1,5,34.665898618231765,11,40
1,4,0,0,0,2,3,0,2,34.66551228728667,12,100
0,4,0,0,0,1,0,2,1,34.66546205611208,8,200
0,4,0,0,0,10,1,0,2,34.6650866809207,17,100
1,1,0,0,0,1,2,1,3,34.66490155143746,9,66
1,0,0,1,0,1,0,0,14,34.66488223091722,17,14
0,5,0,2,0,0,0,0,4,34.664561964027804,11,50
1,1,0,0,0,11,0,0,6,34.66449251774108,19,33
2,0,0,0,0,12,0,0,3,34.66438558411543,17,66
0,9,0,0,0,0,1,1,0,34.66412156813396,11,122
2,0,0,1,0,5,1,0,1,34.66243211342547,10,200
0,2,0,1,0,3,1,0,8,34.6622750006964,15,25
2,1,0,0,0,10,0,0,3,34.66194084385208,16,66
0,3,0,0,0,6,1,0,9,34.66192297718925,19,22
1,0,0,0,0,7,2,0,5,34.661844160808265,15,40
0,4,0,1,0,9,0,0,1,34.661591301621016,15,133
3,6,0,0,0,1,0,0,4,34.66070891160949,14,50
0,0,0,1,0,0,0,0,20,34.6594200859709,21,10
0,0,0,1,0,3,2,0,8,34.65939093267819,14,25
0,0,0,2,0,0,1,1,0,34.65921348956835,4,500
0,4,0,0,0,8,2,0,1,34.65863443948791,15,150
0,4,0,1,0,8,0,0,2,34.65812291533017,15,100
0,1,0,1,0,4,1,0,9,34.657505663053016,16,22
2,3,0,0,0,1,1,1,0,34.657332535779005,8,366
1,1,0,0,0,6,3,0,1,34.65729006741115,12,200
0,3,0,0,0,12,0,0,5,34.657270184686624,20,40
1,2,0,1,0,7,0,0,3,34.657268060098346,14,66
1,1,0,1,0,5,0,0,8,34.65700537095641,16,25
1,4,0,0,0,0,2,1,0,34.65690470425675,8,275
1,4,0,1,0,0,0,1,0,34.65689219960347,7,275
2,2,0,2,0,1,0,0,0,34.65639979741253,7,500
0,4,0,1,0,0,2,0,5,34.656370867133475,12,40
2,0,0,0,0,1,1,0,13,34.65600986938821,17,15
1,0,0,0,0,4,2,0,9,34.65590854077657,16,22
1,0,0,1,0,6,2,0,1,34.65557903284829,11,200
1,1,0,0,0,8,2,0,2,34.65494100853364,14,100
2,1,0,0,0,4,0,0,11,34.654870350529386,18,18
2,1,0,2,0,1,0,0,3,34.65456313047485,9,66
0,5,0,1,0,3,1,0,3,34.65438133567031,13,66
0,2,0,0,0,11,0,0,9,34.6539721671759,22,22
0,8,0,0,0,1,1,1,0,34.653730540446816,11,137
1,0,0,0,0,3,4,0,3,34.65314687547144,11,66
1,3,0,0,0,3,0,0,13,34.65300563565145,20,15
0,0,0,0,0,6,0,2,0,34.65162003287461,8,200
0,1,0,1,0,2,1,1,2,34.65157924353167,8,100
0,0,0,0,0,10,2,0,6,34.65153742968785,18,33
1,5,0,1,0,1,1,0,2,34.65130112115213,11,100
1,2,0,1,0,1,2,0,3,34.65107316295806,10,66
0,1,0,0,0,3,0,0,20,34.65026658887379,24,10
4,1,0,1,0,0,0,0,2,34.65017164948623,8,100
3,1,0,0,0,2,0,0,10,34.65014261277769,16,20
0,8,0,0,0,0,0,1,5,34.649584546694506,14,40
0,1,0,0,0,7,1,0,11,34.649404571262366,20,18
0,3,0,0,0,5,3,0,3,34.64919472740351,14,66
0,2,0,0,0,12,1,0,3,34.649188969949584,18,66
1,2,0,0,0,1,2,0,10,34.6491144538629,16,20
0,1,0,0,0,12,2,0,2,34.64909466498937,17,100
1,3,0,2,0,3,0,0,0,34.64858431618733,9,366
2,7,0,0,0,0,1,0,4,34.64846519338016,14,50
0,4,0,0,0,3,1,1,3,34.648344829154674,12,66
0,1,0,1,0,1,4,0,1,34.64778603558172,8,200
0,4,0,1,0,1,0,0,11,34.6476051734329,17,18
2,0,0,1,0,5,0,0,5,34.647164470129205,13,40
1,7,0,1,0,0,0,0,4,34.6467195207686,13,50
2,1,0,1,0,5,0,0,3,34.64665768169384,12,66
0,3,0,1,0,8,1,0,0,34.646158369807615,13,150
0,7,0,0,0,4,2,0,2,34.64548929344091,15,100
4,2,0,0,0,4,0,0,2,34.64543629031375,12,100
1,4,0,0,0,1,2,0,7,34.64536074984466,15,28
3,0,0,1,0,1,0,0,6,34.64498391436666,11,33
3,2,0,0,0,2,0,1,0,34.64458788672625,8,333
0,4,0,1,0,4,0,0,7,34.644569398533655,16,28
3,0,0,0,0,1,3,0,2,34.64443281435693,9,100
2,3,0,0,0,0,0,1,5,34.64420752258211,11,40
0,8,0,1,0,3,0,0,2,34.64352425801859,14,100
0,0,0,0,0,2,0,0,23,34.643522706012284,25,8
2,1,0,1,0,8,0,0,0,34.64233604167633,12,150
2,1,0,0,0,4,3,0,0,34.64233190234345,10,300
0,2,0,2,0,0,1,0,6,34.642301369177105,11,33
1,2,0,0,0,14,0,0,1,34.6420053910938,18,85
0,5,0,1,0,5,0,0,4,34.64187145981866,15,50
2,1,0,2,0,1,0,0,2,34.64139022519254,8,100
0,1,0,0,0,9,0,0,13,34.641333591328916,23,15
0,2,0,0,0,4,0,0,17,34.64124826178466,23,11
1,1,0,0,0,0,1,1,8,34.64083726577249,12,25
0,1,0,0,0,0,0,0,24,34.63987216764473,25,8
4,0,0,0,0,5,1,0,0,34.63962261886264,10,240
0,2,0,0,0,3,1,1,6,34.638906752291554,13,33
0,2,0,0,0,3,5,0,0,34.63884254089909,10,200
0,5,0,0,0,3,1,0,10,34.6387305192256,19,20
0,2,0,0,0,2,1,0,16,34.63868873435597,21,12
2,3,0,1,0,1,0,0,5,34.63857639922356,12,40
0,1,0,0,0,2,0,2,4,34.638417917083636,9,50
1,0,0,1,0,3,0,0,12,34.63764343571654,17,16
2,2,0,0,0,6,1,0,3,34.636487485480295,14,66
0,1,0,1,0,0,2,1,1,34.63556846229183,6,200
2,0,0,0,0,9,0,0,6,34.63548842337466,17,33
1,0,0,0,0,3,0,1,9,34.63488230554852,14,22
1,12,0,0,0,0,0,0,4,34.63483285711622,17,50
1,0,0,0,0,11,1,0,4,34.634773643139816,17,50
1,3,0,2,0,2,0,0,1,34.634331342971144,9,200
0,2,0,0,0,13,1,0,2,34.634185946960415,18,92
1,5,0,0,0,8,0,0,3,34.63396154805349,17,66
4,2,0,0,0,0,1,0,4,34.633650718780466,11,50
1,4,0,0,0,6,2,0,0,34.63343485247939,13,200
3,3,0,0,0,7,0,0,0,34.63315715398748,13,171
2,3,0,0,0,9,0,0,1,34.63277371261568,15,133
1,2,0,1,0,6,0,0,4,34.63207127522151,14,50
0,0,0,1,0,3,4,0,0,34.63184576689082,8,250
0,3,0,1,0,3,0,0,10,34.63162871992801,17,20
1,6,0,0,0,3,0,1,0,34.6314203256791,11,183
1,11,0,0,0,1,0,0,4,34.63093104669855,17,50
1,2,0,2,0,1,0,0,5,34.63074095614589,11,40
0,1,0,0,0,12,2,0,1,34.630715665709026,16,100
1,2,0,1,0,3,1,0,4,34.62993273865462,12,50
0,0,0,1,0,6,0,1,3,34.62950425174876,11,66
0,0,0,1,0,2,2,0,9,34.62925426427142,14,22
3,0,0,0,0,7,1,0,1,34.62918526156577,12,171
1,1,0,1,0,2,1,0,7,34.62906027678513,13,28
2,3,0,0,0,3,2,0,2,34.6289615009745,12,100
1,1,0,0,0,10,0,0,7,34.62837293566222,19,28
1,0,0,2,0,0,2,0,2,34.62832621044703,7,100
0,7,0,0,0,2,1,1,0,34.62796170881454,11,157
1,0,0,0,0,10,1,0,5,34.62795280201049,17,40
1,1,0,1,0,6,1,0,2,34.62779147698806,12,100
0,1,0,1,0,6,2,0,3,34.62716089882673,13,66
0,7,0,0,0,3,1,0,7,34.62639980196003,18,28
0,3,0,1,0,7,0,0,6,34.62616591303066,17,33
0,4,0,0,0,2,0,1,8,34.625344794714096,15,25
1,1,0,0,0,0,5,0,2,34.624094089536015,9,100
1,4,0,0,0,0,1,0,12,34.62400969529854,18,16
1,0,0,0,0,0,1,2,1,34.62374970328999,5,200
1,1,0,1,0,7,1,0,1,34.62365358748222,12,171
0,7,0,0,0,8,1,0,0,34.62357748861724,16,150
0,0,0,0,0,8,4,0,0,34.6233826201327,12,150
0,6,0,1,0,6,0,0,1,34.62329238629097,14,183
0,3,0,0,0,8,0,0,10,34.62318008527554,21,20
3,0,0,1,0,4,0,0,2,34.62232104304492,10,100
0,0,0,0,0,6,1,1,5,34.62190143590259,13,40
0,1,0,1,0,2,1,0,11,34.62145820258421,16,18
0,2,0,1,0,5,0,0,10,34.62034549857385,18,20
0,7,0,0,0,1,0,1,5,34.61955146273575,14,40
0,3,0,0,0,12,1,0,1,34.61952332142389,17,100
3,0,0,0,0,0,2,0,7,34.61919136584851,12,28
0,0,0,1,0,4,1,1,1,34.61845470136518,8,200
1,2,0,0,0,0,1,0,15,34.61844126204796,19,13
3,1,0,1,0,2,0,0,3,34.618192008529064,10,66
1,5,0,1,0,0,0,0,7,34.61794918907152,14,28
2,0,0,0,0,0,0,0,18,34.61792600243229,20,11
1,1,0,0,0,12,0,0,5,34.61760640792777,19,40
0,4,0,0,0,7,1,0,6,34.617282951724974,18,33
0,0,0,0,0,9,1,1,1,34.61707129748592,12,133
1,10,0,0,0,2,0,0,4,34.616995009246615,17,50
0,0,0,0,0,6,0,0,18,34.61695966078607,24,11
0,0,0,0,0,5,4,0,4,34.61643771182801,13,50
0,3,0,0,0,5,0,0,14,34.6162609076113,22,14
1,0,0,0,0,2,3,0,8,34.61598844286268,14,25
0,4,0,0,0,9,0,0,7,34.61576504615775,20,28
2,0,0,0,0,2,1,1,3,34.615134108928835,9,66
1,1,0,0,0,5,2,0,6,34.615085915690315,15,33
1,3,0,1,0,4,1,0,1,34.6150185712712,11,200
0,2,0,0,0,7,0,0,13,34.61494938639364,22,15
0,0,0,1,0,0,0,1,10,34.61454017769384,12,20
2,6,0,0,0,1,1,0,4,34.613882648576315,14,50
0,1,0,1,0,2,0,0,15,34.613584282418614,19,13
0,0,0,0,0,6,1,0,14,34.61327159813174,21,14
1,0,0,1,0,6,2,0,0,34.61316335077858,10,200
0,3,0,0,0,4,2,0,8,34.612971839676845,17,25
5,1,0,0,0,1,0,0,4,34.61271216172262,11,50
1,0,0,1,0,1,1,0,10,34.612662304245696,14,20
1,6,0,0,0,5,1,0,2,34.61254332083949,15,100
2,0,0,1,0,1,0,1,1,34.612137736682214,6,200
2,0,0,2,0,1,1,0,0,34.61169141761218,6,500
2,0,0,1,0,6,0,0,4,34.611322513242925,13,50
0,5,0,1,0,2,0,0,8,34.61120375428785,16,25
2,1,0,0,0,3,2,0,5,34.610132507267835,13,40
0,4,0,0,0,0,3,1,0,34.610097064123266,8,275
3,5,0,0,0,2,0,0,4,34.609728740784924,14,50
1,0,0,0,0,3,1,0,14,34.60947466860991,19,14
0,1,0,2,0,2,0,1,0,34.60942084817936,6,500
0,2,0,0,0,2,4,0,5,34.609190509622096,13,40
0,5,0,0,0,2,0,0,15,34.6090744446967,22,13
1,0,0,0,0,6,1,0,10,34.608754761087994,18,20
1,2,0,1,0,0,1,0,8,34.60707790755686,13,25
1,2,0,1,0,0,0,1,3,34.60684874736057,8,66
0,2,0,0,0,2,0,1,11,34.60673849364131,16,18
0,0,0,1,0,4,2,0,7,34.60645068320353,14,28
0,4,0,0,0,2,4,0,2,34.60618942285539,12,100
0,7,0,0,0,2,0,0,12,34.60610909984353,21,16
1,3,0,0,0,1,2,1,0,34.60600389812477,8,366
2,0,0,1,0,2,2,0,1,34.60590173936923,8,200
