,combinations,score
19058,"['ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8203711752
19059,"['ball', 'ball', 'block', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8203987364
19060,"['ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves']",36.8204966899
19061,"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.820522013099996
19062,"['ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8207445162
19063,"['book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",36.8213173587
19064,"['block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.8213656791
19065,"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8214325135
19066,"['ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll']",36.82147605
19067,"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8215996671
19068,"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves']",36.8217556527
19069,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",36.8217947556
19070,"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8222877395
19071,"['ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.8225947203
19072,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves']",36.8225952465
19073,"['block', 'block', 'book', 'book', 'book', 'book', 'doll']",36.8228677485
19074,"['book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'horse']",36.8228814032
19075,"['ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.8231568
19076,"['ball', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.8234844592
19077,"['doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.8235924601
19078,"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",36.8237375332
19079,"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves']",36.8238335435
19080,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'train']",36.823855485100005
19081,"['block', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'train']",36.823855981
19082,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'train']",36.8238601902
19083,"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",36.8243217788
19084,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'horse']",36.8247541016
19085,"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'horse']",36.825075056399996
19086,"['ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'horse', 'train']",36.82522403
19087,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'train']",36.8253756931
19088,"['block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",36.8255417669
19089,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'train']",36.825548883
19090,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'train']",36.825562313
19091,"['block', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8255650706
19092,"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse']",36.8255928308
19093,"['book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'horse', 'train']",36.8256180992
19094,"['ball', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8256299717
19095,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'horse', 'train']",36.8258929593
19096,"['ball', 'block', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'train']",36.8261571773
19097,"['ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",36.8269309915
19098,"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse', 'horse']",36.8270417207
19099,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'horse', 'horse']",36.8270558736
19100,"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'train']",36.8272746928
19101,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves']",36.8278208281
19102,"['ball', 'ball', 'ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.829393854
19103,"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8296329387
19104,"['ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'train']",36.829794690300005
19105,"['ball', 'ball', 'ball', 'block', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",36.8302661967
19106,"['ball', 'ball', 'book', 'book', 'book', 'doll', 'horse', 'horse', 'horse', 'train']",36.8305167956
19107,"['ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",36.8308774621
19108,"['ball', 'ball', 'block', 'book', 'doll', 'doll', 'doll', 'doll']",36.8310303736
19109,"['ball', 'ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.831264626199996
19110,"['book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8322390313
19111,"['ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",36.8323840936
19112,"['ball', 'ball', 'book', 'book', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",36.8325748736
19113,"['block', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.832664151799996
19114,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",36.833182227600005
19115,"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8333336152
19116,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.8333916971
19117,"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",36.833595856100004
19118,"['block', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse']",36.8337158914
19119,"['ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'book', 'doll', 'train']",36.8340931703
19120,"['ball', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",36.8342901604
19121,"['block', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8345858856
19122,"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll']",36.834692151700004
19123,"['ball', 'book', 'book', 'book', 'book', 'doll', 'horse', 'horse', 'horse', 'train']",36.8353627165
19124,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll', 'gloves', 'horse']",36.8355656887
19125,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.835732654
19126,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8360611197
19127,"['ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8367613173
19128,"['ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",36.8368605314
19129,"['ball', 'block', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8370677418
19130,"['ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse']",36.837124396
19131,"['ball', 'ball', 'ball', 'ball', 'block', 'horse', 'horse', 'train']",36.83774688
19132,"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'horse', 'train']",36.8377525705
19133,"['ball', 'ball', 'ball', 'book', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8379548834
19134,"['ball', 'block', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",36.838775143
19135,"['ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.8390452319
19136,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'horse', 'horse', 'train']",36.8391544339
19137,"['ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.839623479400004
19138,"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.8402473577
19139,"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.840316859299996
19140,"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'horse', 'horse', 'train']",36.8403297588
19141,"['ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.8406259363
19142,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'doll']",36.841063771
19143,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves']",36.84158458
19144,"['block', 'block', 'book', 'book', 'doll', 'doll']",36.8422428339
19145,"['ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.8423971171
19146,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8424402901
19147,"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",36.8424523045
19148,"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'horse', 'train']",36.8425384488
19149,"['ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8425527454
19150,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'horse', 'horse', 'horse']",36.8425563384
19151,"['ball', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.842785827600004
19152,"['ball', 'ball', 'ball', 'block', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",36.8428395758
19153,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'doll', 'train']",36.8433190288
19154,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",36.8435859508
19155,"['book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",36.843587820399996
19156,"['ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.844050767199995
19157,"['book', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse']",36.844209828800004
19158,"['book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.8442610985
19159,"['ball', 'ball', 'block', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.844353996500004
19160,"['block', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8449613477
19161,"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'train']",36.8450594927
19162,"['ball', 'block', 'block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",36.8450676055
19163,"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'train']",36.8451413533
19164,"['block', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",36.8453390036
19165,"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll']",36.8454652362
19166,"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8454997095
19167,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8465577476
19168,"['book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'train']",36.846617001700004
19169,"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'horse', 'horse', 'horse', 'train']",36.8467576873
19170,"['book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.8468924543
19171,"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.8475839785
19172,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'train']",36.847606167100004
19173,"['ball', 'block', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8476684558
19174,"['ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.847930024
19175,"['ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.8482285766
19176,"['doll', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",36.8485289363
19177,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'horse']",36.8490813629
19178,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse']",36.849084029699995
19179,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8492881344
19180,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.849345501799995
19181,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'train']",36.8494304855
19182,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves']",36.8496836448
19183,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'horse', 'train']",36.849737563400005
19184,"['ball', 'ball', 'ball', 'block', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.849873969
19185,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse']",36.8499663348
19186,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8501839019
19187,"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'horse', 'horse', 'horse']",36.8503962307
19188,"['block', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.850586085100005
19189,"['block', 'doll', 'doll', 'doll', 'doll', 'horse', 'horse']",36.8505926956
19190,"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",36.850679824299995
19191,"['book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",36.8507255067
19192,"['ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.8507403833
19193,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",36.8509860869
19194,"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'horse', 'horse', 'train']",36.8511096101
19195,"['block', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.8512064129
19196,"['ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'horse', 'horse']",36.8512547422
19197,"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.851375562
19198,"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",36.8517611237
19199,"['ball', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'horse', 'horse']",36.8518254365
19200,"['block', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8518687374
19201,"['ball', 'ball', 'ball', 'book', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",36.8519751513
19202,"['ball', 'block', 'doll', 'doll', 'doll', 'doll', 'doll']",36.8520825211
19203,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8522193125
19204,"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",36.8522609052
19205,"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8526858104
19206,"['ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'book', 'doll', 'horse']",36.8527595977
19207,"['book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8529962823
19208,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8531391601
19209,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'doll', 'train']",36.8533139234
19210,"['ball', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8535137477
19211,"['book', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'horse', 'horse']",36.8548278502
19212,"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8551803295
19213,"['ball', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.855622691
19214,"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'train']",36.855670992600004
19215,"['ball', 'ball', 'block', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves']",36.8560129404
19216,"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'doll', 'train']",36.8561631262
19217,"['ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.8561775462
19218,"['block', 'block', 'book', 'doll', 'doll', 'gloves', 'gloves']",36.8562913799
19219,"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'train']",36.8562984101
19220,"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",36.856474860700004
19221,"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8578770852
19222,"['book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",36.858815371300004
19223,"['book', 'book', 'book', 'book', 'book', 'doll', 'horse', 'horse', 'horse', 'train']",36.8591473642
19224,"['ball', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse']",36.8592188083
19225,"['ball', 'ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.8592957435
19226,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8595093195
19227,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'train']",36.8596701107
19228,"['ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.8602346438
19229,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'horse', 'train']",36.86189063
19230,"['ball', 'ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.862260869699995
19231,"['ball', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.862316469
19232,"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'train']",36.8625023395
19233,"['ball', 'block', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'train']",36.8625153622
19234,"['book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.8630363387
